Rank;Word;Absolute Frequency
55095;--(_hearne;1
55096;)_;1
55097;colden;1
55098;sustainer;1
55099;--(_colden;1
55100;--(_a;1
55101;charlevoix_;1
55102;--(_heck;1
55103;(_history;1
55104;brethren_;1
55105;--(_mackenzie;1
55106;trade_;1
55107;heereunto;1
55108;_whereas;1
55109;letters_;1
55110;presse;1
55111;wille;1
55112;_wrote_;1
55113;_people;1
55114;kietan;1
55115;principall;1
55116;(6)_take;1
55117;sybil;1
55118;(_heck;1
55119;153_;1
55120;garrulity;1
55121;_loskiel_;1
55122;_mackenzie_;1
55123;agreskoui;1
55124;wept_;1
55125;(_hennepin;1
55126;voyage_;1
55127;tonti;1
55128;_biscatonges_;1
55129;a-weeping;1
55130;algonquin;1
55131;_michabou_;1
55132;_atoacan_;1
55133;_four-footed;1
55134;himself_;1
55135;tiger_;1
55136;_charlevoix_;1
55137;_ibid_;1
55138;(_page_;1
55139;109);1
55140;wennebea;1
55141;_white;1
55142;hat_;1
55143;appositely;1
55144;ever-green;1
55145;wanted--a;1
55146;_land;1
55147;_[a];1
55148;cayman;1
55149;brine;1
55150;mew;1
55151;fathomless;1
55152;sea-shark;1
55153;conch-shell;1
55154;fish-legs;1
55155;earth(1);1
55156;glares;1
55157;fishing-place;1
55158;winds--the;1
55159;shore--;1
55160;dogs--plenty;1
55161;train-oil;1
55162;skips;1
55163;sea-elephants;1
55164;_bisons_;1
55165;island(2);1
55166;fore-feet;1
55167;steeps;1
55168;clambers;1
55169;covets;1
55170;corn-littered;1
55171;man-goat;1
55172;panthers;1
55173;lake[b];1
55174;dark-skin;1
55175;twanging;1
55176;_shawanos_;1
55177;earth_;1
55178;steeping;1
55179;_glittering;1
55180;chipewas;1
55181;maurepas;1
55182;reentered;1
55183;lie(1);1
55184;rattlesnake[a];1
55185;medicine[b];1
55186;spirit--great;1
55187;water[a];1
55188;fish[b];1
55189;mengwees;1
55190;scalp-yell;1
55191;_naemes_;1
55192;_sipu_;1
55193;manitou[b];1
55194;dreams(2);1
55195;miquon[c];1
55196;wihittnck;1
55197;tutelar;1
55198;cougar;1
55199;wolfs;1
55200;allegewi[a];1
55201;bird(3);1
55202;_glicanum_;1
55203;_scorned;1
55204;_innate_;1
55205;_manitou;1
55206;dreams_;1
55207;quote);1
55208;--_charlevoix;1
55209;abipones;1
55210;_wise;1
55211;_corrupted_;1
55212;enervating;1
55213;demoralising;1
55214;_comforts_;1
55215;snow-sledges;1
55216;kepling;1
55217;cranes;1
55218;goosanders;1
55219;smoaking;1
55220;nishcaminnick;1
55221;sorrel;1
55222;wets;1
55223;larger[a];1
55224;buffalo-meat;1
55225;beaver-trap(l);1
55226;world--her;1
55227;dreams--in;1
55228;cresses;1
55229;tasteless--she;1
55230;feinted;1
55231;valley--lonely;1
55232;lonely--to;1
55233;frog-moon;1
55234;changed--why;1
55235;valleys--he;1
55236;walking-staff;1
55237;tittymeg;1
55238;methy;1
55239;barble;1
55240;tench;1
55241;land-animals;1
55242;we-was-kish;1
55243;quiquehatch;1
55244;wolverine;1
55245;wejack;1
55246;cob-a-de-cooch;1
55247;ho-ho;1
55248;--_heckew_;1
55249;dishonours;1
55250;breboeuf;1
55251;his[a];1
55252;mohawk;1
55253;mohawks;1
55254;oneidas;1
55255;onondagos;1
55256;cayugas;1
55257;senecas;1
55258;unpainted;1
55259;grasps;1
55260;abase;1
55261;firm-rooted;1
55262;death-cries;1
55263;lustre--the;1
55264;woman_(2);1
55265;delawares--one;1
55266;calabash;1
55267;land--they;1
55268;deer--it;1
55269;mocking-birds;1
55270;concerting;1
55271;_sacred;1
55272;calumet_;1
55273;_calumet_;1
55274;long[a];1
55275;_chalumeau_;1
55276;_ganondaoe_;1
55277;_poayem_;1
55278;supplicated;1
55279;executes;1
55280;calumets;1
55281;scoots;1
55282;_assume;1
55283;_disarming;1
55284;wasbashas;1
55285;broil;1
55286;boy--bend;1
55287;forefather;1
55288;river--he;1
55289;island[a];1
55290;films;1
55291;committed--thou;1
55292;nestling-tree;1
55293;browzing;1
55294;arrow--the;1
55295;opossums;1
55296;head-warrior;1
55297;creature--a;1
55298;beaver--just;1
55299;father--make;1
55300;newly-gathered;1
55301;way--were;1
55302;otters--trophies;1
55303;beaver-woman;1
55304;beaver-girl;1
55305;willow-bark;1
55306;warrior-beaver;1
55307;fore-paw;1
55308;marriage-feast;1
55309;_imaginative_;1
55310;indian--;1
55311;miacomet;1
55312;hunting-fields;1
55313;war-paths;1
55314;roosts;1
55315;abides;1
55316;war-pipe;1
55317;herring-moon;1
55318;spirit--_how;1
55319;know--when;1
55320;councillors;1
55321;heath-hen;1
55322;hobbamock(1);1
55323;nope;1
55324;_poke_;1
55325;conjuror(2);1
55326;generous--yours;1
55327;s-skin;1
55328;me--loud;1
55329;muck-a-wiss;1
55330;--showing;1
55331;hurraed;1
55332;best--the;1
55333;mohegans;1
55334;driest;1
55335;procure--a;1
55336;haup--high;1
55337;allegewi;1
55338;buffalo-cloak;1
55339;bacca;1
55340;bacco;1
55341;for--good;1
55342;for--why--why;1
55343;tooth-ache--good;1
55344;pipe_;1
55345;corn-maize;1
55346;stone-kettle;1
55347;_hominy_;1
55348;kind--much;1
55349;woman--one;1
55350;mischief--got;1
55351;frost-nipped;1
55352;answer--asked;1
55353;them--still;1
55354;stoning;1
55355;strange-shaped;1
55356;mouthed;1
55357;rum(3)--very;1
55358;t-a-s-t-e;1
55359;s-e-e;1
55360;dog-cheap;1
55361;rum--indians;1
55362;_hobbamock_--p;1
55363;_hobbamoqui;1
55364;conceiled;1
55365;kiehtan;1
55366;sicknesse;1
55367;formes;1
55368;_shape;1
55369;fawne;1
55370;--_purchas;1
55371;pilgrims_;1
55372;hobbamoqui;1
55373;_oke_;1
55374;_tutelary;1
55375;_guardian;1
55376;oke_;1
55377;_conjurors_;1
55378;_priests;1
55379;conjurors_;1
55380;_person;1
55381;--carver;1
55382;simples;1
55383;mohicans;1
55384;risible;1
55385;antic;1
55386;acc;1
55387;sweats;1
55388;esculapian;1
55389;hendrick;1
55390;minnitarees;1
55391;_prairies_;1
55392;hunting-excursion;1
55393;brave-warriors;1
55394;battle--in;1
55395;mountain-cat;1
55396;horses(1);1
55397;cabin-door;1
55398;omawhaws;1
55399;puncas;1
55400;missouries;1
55401;arrowauk;1
55402;bodies(2);1
55403;around--osages;1
55404;ietans;1
55405;sauxs;1
55406;ioways;1
55407;unerringly;1
55408;hunting-lodges;1
55409;life[a]--all;1
55410;cabin(3);1
55411;them--it;1
55412;field-tasks;1
55413;wasabajinga--he;1
55414;many--ten;1
55415;cutting-up;1
55416;winnow;1
55417;anklets;1
55418;mekaia;1
55419;green-corn;1
55420;hickory-tree;1
55421;red-headed-woodpecker;1
55422;father(4);1
55423;setting-sun;1
55424;manitous;1
55425;chief--had;1
55426;ever-bright;1
55427;boy-god;1
55428;thunder(5);1
55429;obeisance;1
55430;marriage(7);1
55431;letans;1
55432;husband-dove;1
55433;beautuous;1
55434;weepst;1
55435;nipt;1
55436;prick;1
55437;brookefield;1
55438;all--his;1
55439;moons--the;1
55440;wekolis;1
55441;wekolis--the;1
55442;whip-poor-will;1
55443;mekaia--she;1
55444;outchirped;1
55445;warbled;1
55446;bereavement;1
55447;deface;1
55448;sung--;1
55449;re-united;1
55450;_stealing;1
55451;horses_--p;1
55452;scalping;1
55453;_struck;1
55454;_lived;1
55455;_lodge;1
55456;lape;1
55457;pepin;1
55458;wakon-teebe;1
55459;unsearchable;1
55460;_carver;1
55461;travels_;1
55462;--_charlevoix_;1
55463;chippeways;1
55464;thunder_;1
55465;_island_;1
55466;(continent);1
55467;montagnais;1
55468;_travels_;1
55469;--_adair;1
55470;minggo;1
55471;ishto;1
55472;eloa;1
55473;1736;1
55474;horse-bells;1
55475;--_adair_;1
55476;negotiatrix;1
55477;women--such;1
55478;accepted);1
55479;is--(i;1
55480;english)--;1
55481;fore-fingers;1
55482;one--look;1
55483;face--see;1
55484;miamis;1
55485;_indian;1
55486;marriage_;1
55487;harangues;1
55488;re-conducted;1
55489;naudowessies;1
55490;acquaints;1
55491;quapaws;1
55492;eyed-man;1
55493;shuns;1
55494;blanching-cheek;1
55495;bison-ox;1
55496;commun;1
55497;voice[a];1
55498;notest;1
55499;okkis[b];1
55500;rock[c];1
55501;coal-black;1
55502;sparrow[e];1
55503;hiss[f];1
55504;--_protecting;1
55505;spirit_;1
55506;sparrow--_fringilla;1
55507;melodica_;1
55508;carolan;1
55509;blondel;1
55510;deer-skins;1
55511;harmonical;1
55512;hard-used;1
55513;star[a];1
55514;grass-covered;1
55515;mouldered;1
55516;plover;1
55517;sky[b];1
55518;squabs;1
55519;lock[c];1
55520;findest;1
55521;warrior-man;1
55522;bison-hide;1
55523;bedew;1
55524;gobs;1
55525;light-the;1
55526;_brave_;1
55527;fit-to;1
55528;cumbers;1
55529;mulberry-bark(2);1
55530;sires;1
55531;gatherer-in;1
55532;snarer;1
55533;weeder;1
55534;maize[d];1
55535;girl--;1
55536;maize-clad;1
55537;wend;1
55538;cage(3);1
55539;alive(4);1
55540;bespread;1
55541;rive;1
55542;untwisted;1
55543;erwhelm;1
55544;gray-mist;1
55545;dog--;1
55546;grape-cluster;1
55547;wwig;1
55548;thunder-cloud;1
55549;oak[e];1
55550;plighting;1
55551;cloud--;1
55552;clay(5);1
55553;world[f];1
55554;moon[g];1
55555;caltacotah;1
55556;miskwa;1
55557;manlier;1
55558;shrivell;1
55559;rules--;1
55560;flintiness;1
55561;heart--;1
55562;brawls;1
55563;corn--;1
55564;cobbett;1
55565;tree-toad;1
55566;_okkis;1
55567;intercessor;1
55568;individuals--they;1
55569;plymouth;1
55570;163);1
55571;memahopa;1
55572;parcelled;1
55573;pratz;1
55574;_willow;1
55575;cage_;1
55576;cradles;1
55577;_naked;1
55578;shooting-stars;1
55579;otaheitean;1
55580;_mortals;1
55581;nutall;1
55582;--_nutall_;1
55583;worshipper;1
55584;rubs;1
55585;demean;1
55586;horse-stealer;1
55587;--_long;1
55588;semblances;1
55589;paukunnawkuts;1
55590;ground-hogs;1
55591;tuscaroras;1
55592;hissing-snake(1);1
55593;minatarees;1
55594;sunless;1
55595;death(2);1
55596;racoons;1
55597;stronger--people;1
55598;illumining;1
55599;wafting;1
55600;ground-hog;1
55601;monseys;1
55602;onondaga;1
55603;hissing-snake_;1
55604;flattens;1
55605;unwary;1
55606;_feast;1
55607;death_;1
55608;chieftainship;1
55609;activity--qualities;1
55610;flint-headed;1
55611;_struck_;1
55612;kayneewee;1
55613;awausees;1
55614;_mushkeemoot_;1
55615;sheemaugun;1
55616;splints;1
55617;jutting;1
55618;branchless;1
55619;raise--raise;1
55620;intermissions;1
55621;hitter;1
55622;taunts--that;1
55623;imputations;1
55624;inviolable;1
55625;persuasives;1
55626;newly-budded;1
55627;gees;1
55628;--akkeewaisee;1
55629;deeds--of;1
55630;glorious--of;1
55631;loups;1
55632;wanare-tebe;1
55633;ids;1
55634;criminal--hardest;1
55635;task-master;1
55636;tribe--when;1
55637;foes--he;1
55638;war-pole;1
55639;fetes;1
55640;passage--he;1
55641;reviler;1
55642;tadeus-kund;1
55643;ages--of;1
55644;tanka--was;1
55645;never-varying;1
55646;souls--let;1
55647;locust-tree;1
55648;taxed(1);1
55649;buffetted;1
55650;south--now;1
55651;do--they;1
55652;unalachtas;1
55653;_petun_;1
55654;mortals--men;1
55655;all-knowing;1
55656;shrivels;1
55657;michabou[a];1
55658;hovers;1
55659;ail;1
55660;disporting;1
55661;fangless;1
55662;soland-goose;1
55663;bean-garden;1
55664;leg-broken;1
55665;(michabou);1
55666;harvesting;1
55667;_courage;1
55668;taxed_;1
55669;katterfelto;1
55670;ever-blooming;1
55671;embrued;1
55672;half-burnt;1
55673;self-drawn;1
55674;red-gilled;1
55675;enviously;1
55676;fillips;1
55677;overrode;1
55678;position--the;1
55679;spirit--go;1
55680;only--always;1
55681;accord--does;1
55682;cowards--meet;1
55683;warrior--as;1
55684;hunter--as;1
55685;priest--as;1
55686;memory--that;1
55687;scorches;1
55688;bright-eyed;1
55689;tremblings;1
55690;faintings;1
55691;winds_;1
55692;_feu-de-joie;1
55693;shoshonees;1
55694;flits;1
55695;verdureless;1
55696;dwarf-pine;1
55697;wilderness--the;1
55698;outalissa;1
55699;darkness(1);1
55700;gay-tinted;1
55701;sorrow--all;1
55702;clouds(2);1
55703;heart--for;1
55704;delight--he;1
55705;goat-skin;1
55706;disincumbering;1
55707;gatekeeper;1
55708;waves--so;1
55709;clogged;1
55710;musk-oxen;1
55711;life--still;1
55712;needed--once;1
55713;self-impelled;1
55714;judge--a;1
55715;bubling;1
55716;weirs;1
55717;father-land;1
55718;musk-beef;1
55719;erratic--even;1
55720;lingerest;1
55721;wishes--clasp;1
55722;_nocturnal;1
55723;couch_;1
55724;jogs;1
55725;(2)_the;1
55726;clouds_;1
55727;--_hearne;1
55728;name--_ed-thin;1
55729;chepewyan--how;1
55730;mocassin;1
55731;war-path;1
55732;fox-skin;1
55733;mother[a];1
55734;dead[b];1
55735;meats;1
55736;_cheke;1
55737;checkecame_;1
55738;goadings;1
55739;expiation;1
55740;them--beautiful;1
55741;dovelet;1
55742;chepewyans);1
55743;transmigration;1
55744;cxix;1
55745;man--is;1
55746;neeshaw;1
55747;leaves[a];1
55748;frontlet;1
55749;light-winged;1
55750;laughers;1
55751;impedes;1
55752;(november);1
55753;beaver-moon;1
55754;coming-in;1
55755;sacrifices--when;1
55756;whiten;1
55757;contumacious;1
55758;war--were;1
55759;coverts;1
55760;maidens--those;1
55761;youth--were;1
55762;snows--the;1
55763;immortals--things;1
55764;air--and;1
55765;afflicts;1
55766;all-controlling;1
55767;consistence;1
55768;passion--who;1
55769;mortals--would;1
55770;humanity--be;1
55771;nikanape;1
55772;speech--be;1
55773;offended--the;1
55774;fire-flies;1
55775;night-watch;1
55776;nation--thou;1
55777;will--i;1
55778;nicanape;1
55779;doating;1
55780;cabin--a;1
55781;_ay_;1
55782;casse-têtes[a];1
55783;wrath[b];1
55784;areskoui[c];1
55785;wampum(1);1
55786;nation(2);1
55787;snow[d];1
55788;michabou(3);1
55789;proportionably;1
55790;_yesterday_;1
55791;arms--the;1
55792;tempests--the;1
55793;seemest;1
55794;powers--excite;1
55795;ireful;1
55796;unapprised;1
55797;fledst;1
55798;paramour;1
55799;base-minded;1
55800;deemest;1
55801;holdest;1
55802;glads;1
55803;agues;1
55804;preferrest;1
55805;disincumbered;1
55806;warrior--him;1
55807;side--the;1
55808;milk--the;1
55809;thee--a;1
55810;perfection--her;1
55811;ever--still;1
55812;die--she;1
55813;war-hatchet;1
55814;camp-kettle;1
55815;death(4);1
55816;on--when;1
55817;mine--to-morrow;1
55818;laugh[a];1
55819;_aurora;1
55820;borealis_;1
55821;whizzing;1
55822;_string;1
55823;wampum_;1
55824;_eat;1
55825;inflame;1
55826;_anthropophagi_;1
55827;_sault;1
55828;marie_;1
55829;mak-i-naw;1
55830;decays;1
55831;trenchers;1
55832;bone-pickers;1
55833;--charlevoix;1
55834;expires;1
55835;sugar-plums;1
55836;xcix;1
55837;_journal_;1
55838;_pains;1
55839;tribes--that;1
55840;continent--that;1
55841;lazenby;1
55842;20826;1
55843;#20939];1
55844;_dedication_;1
55845;approbative;1
55846;thee_;1
55847;epic_;1
55848;regret--yet;1
55849;beside--my;1
55850;all-enveloped;1
55851;lightsome;1
55852;vituperative;1
55853;inveigle;1
55854;consent--;1
55855;sorrow-telling;1
55856;tear-stained;1
55857;followed--it;1
55858;short--and;1
55859;erwhelmed;1
55860;look--;1
55861;risen--risen;1
55862;incertitude;1
55863;sin--until;1
55864;armaments;1
55865;ever-flowing;1
55866;fruit--gross;1
55867;compeer;1
55868;war-compelling;1
55869;upholder;1
55870;vain--her;1
55871;unrighteously;1
55872;scurvy-stricken;1
55873;russias;1
55874;guelph;1
55875;deep-flowing;1
55876;well-filling;1
55877;never-trodden;1
55878;acadie;1
55879;durst--;1
55880;labour--not;1
55881;trade--;1
55882;corals;1
55883;work-field;1
55884;unknown--but;1
55885;self-denyingly;1
55886;anchor-ground;1
55887;adown;1
55888;prescient;1
55889;he--his;1
55890;sighs--;1
55891;danger--why;1
55892;unattacked;1
55893;belches;1
55894;bullet-pierced;1
55895;numbered--but;1
55896;arbiter--but;1
55897;uncivilized;1
55898;sure--more;1
55899;disannul;1
55900;red-cross;1
55901;upgrowing;1
55902;self-divided;1
55903;sorrow-laden;1
55904;oft-recurring;1
55905;sinless;1
55906;bluer;1
55907;sorrow-worn;1
55908;pale-face;1
55909;wonder-stirring;1
55910;newly-christened;1
55911;gently-blowing;1
55912;hochelaga;1
55913;untaken;1
55914;maisonneuve;1
55915;endue;1
55916;travesties;1
55917;politics--not;1
55918;harb;1
55919;meadow-lands;1
55920;unimposing;1
55921;enjoyment--hill;1
55922;verifies;1
55923;purling;1
55924;unfelt;1
55925;architective;1
55926;chid;1
55927;servility;1
55928;flagrantly;1
55929;protract;1
55930;methinks;1
55931;past--;1
55932;hearts--these;1
55933;unfired;1
55934;bombastically;1
55935;bigot;1
55936;uplifts;1
55937;un-english;1
55938;callousness;1
55939;sojourning;1
55940;senates;1
55941;phoenix-like;1
55942;approaches--silent;1
55943;island-girded;1
55944;dignity);1
55945;justly-valued;1
55946;rower;1
55947;uneased;1
55948;rewakes;1
55949;self-deceived;1
55950;unnoted;1
55951;rest--thy;1
55952;square-built;1
55953;pillared;1
55954;entrance-way;1
55955;encolumned;1
55956;tree-girt;1
55957;standest;1
55958;search[g];1
55959;dominion--this;1
55960;chippewa;1
55961;macdonell;1
55962;commemorates;1
55963;tardily;1
55964;world-renowned;1
55965;unpictured;1
55966;rock-protruding;1
55967;high-aspiring;1
55968;foam-drops;1
55969;out-distance;1
55970;unreached;1
55971;resounds;1
55972;glist;1
55973;ning;1
55974;awesome;1
55975;whitely;1
55976;foam-clouds;1
55977;self-conceited;1
55978;music-roar;1
55979;ceaselessly;1
55980;watcheth;1
55981;decree--;1
55982;theeward;1
55983;recks;1
55984;united--such;1
55985;destiny);1
55986;unspanned;1
55987;horizon-band;1
55988;awfulness;1
55989;whatsoe;1
55990;tmay;1
55991;prairie-green;1
55992;future-coming;1
55993;distance-glass;1
55994;trinket;1
55995;pleasure-hunters;1
55996;ever-busy;1
55997;rewardest;1
55998;uprear;1
55999;sky-aspiring;1
56000;verdure-covered;1
56001;instils;1
56002;formedst;1
56003;all--all;1
56004;pales;1
56005;strives;1
56006;goal--;1
56007;streamlets;1
56008;unneedful;1
56009;vancouver;1
56010;mightiness;1
56011;unfructified;1
56012;ershadowed;1
56013;unquestioningly;1
56014;wavelets;1
56015;unbrined;1
56016;rock-bound;1
56017;gold-hunter;1
56018;banana-tree;1
56019;desecration;1
56020;thee--by;1
56021;mournest;1
56022;layedst;1
56023;one--nay;1
56024;writest;1
56025;dim--nay;1
56026;pleaséd;1
56027;_art_;1
56028;love--my;1
56029;erladen;1
56030;heavy-burdened;1
56031;many-tongued;1
56032;1812-14;1
56033;withrow;1
56034;--_w;1
56035;246_;1
56036;_thee_;1
56037;--_marie;1
56038;canada_;1
56039;chesapeake;1
56040;sore--;1
56041;friendship--;1
56042;scoffers;1
56043;joyed;1
56044;thou--greatest;1
56045;thou--ruler;1
56046;vilify;1
56047;guile--;1
56048;fellow-sinners;1
56049;revile;1
56050;words--will;1
56051;slow-coming;1
56052;re-stung;1
56053;vindiction;1
56054;resplendently;1
56055;sleeplessly;1
56056;heart-cherished;1
56057;fever-fiend;1
56058;redound;1
56059;tear-laden;1
56060;long-endured;1
56061;serpent--;1
56062;foes--;1
56063;boa-constrictor;1
56064;abjuring;1
56065;others--;1
56066;men--their;1
56067;action--;1
56068;_divided_;1
56069;_disunited_;1
56070;thee--;1
56071;oppresses;1
56072;mine);1
56073;chide;1
56074;faultlessly;1
56075;inflected;1
56076;instigate;1
56077;reignest;1
56078;thrall;1
56079;exuberantly;1
56080;sword-dance;1
56081;outshines;1
56082;outpour;1
56083;lassie;1
56084;braw;1
56085;hieland;1
56086;fulfilt;1
56087;i--(oh;1
56088;spilt);1
56089;hielander;1
56090;golden-rayed;1
56091;rafter;1
56092;lindsay;1
56093;plenty--;1
56094;birdseye;1
56095;honeydew;1
56096;homesick--no;1
56097;overhead);1
56098;chicken-hearted;1
56099;tougher;1
56100;fume;1
56101;milady;1
56102;love-lightened;1
56103;soul-inspired;1
56104;mine--but;1
56105;enjoyed--why;1
56106;purify;1
56107;pleads;1
56108;faithlessness;1
56109;20939;1
56110;#22082];1
56111;iso-646-us;1
56112;(us-ascii);1
56113;22nd;1
56114;supressing;1
56115;palquemines;1
56116;terrebone;1
